,Tweet ID,Usuario,Contenido,Fecha,Lenguaje,Sentimiento,texto_limpio,negativemdeberta,positivemdeberta,sentiment_labelmdeberta,negativedeberta,positivedeberta,sentiment_labeldeberta,negativeroberta,positiveroberta,sentiment_labelroberta,negativebart,positivebart,sentiment_labelbart
14,768229223769202689,Ujsharp,"@Sakura_Abril Ow 
Bueno, no pasa nada, cuando puedas confirmarlo, estoy aquí 😊
Y si no pudieras de cosplay pero sí a la expo, +",2016-08-23 23:31:34,es,positive,ow bueno pasa puedas confirmarlo aquí si pudieras cosplay expo,0.36168864369392395,0.6383113861083984,positive,0.4790768325328827,0.5209231376647949,positive,0.27640777826309204,0.7235922813415527,positive,0.2693732678890228,0.7306267619132996,positive
15,768228919032082433,HanChuiPriest,"Aunque pensaba que no podría hacerlo hasta el mes de octubre, el lunes próximo volveré a ver a mi familia de #Mataró *.*   #felicidad",2016-08-23 23:30:21,es,positive,aunque pensaba podría hacerlo mes octubre lunes próximo volveré ver familia mataró felicidad,0.2767461836338043,0.7232537865638733,positive,0.2696332037448883,0.7303667664527893,positive,0.6613219380378723,0.3386780619621277,negative,0.2710971236228943,0.7289028763771057,positive
16,768228580673347584,pacosan1269,Oye @luciaskaa te pones a hablar con @josecs02 como en los viejos tiempos y no avisas  @JuanAlfonso251 @CrisDazGar,2016-08-23 23:29:01,es,negative,oye pones hablar viejos tiempos avisas,0.5312758088111877,0.46872422099113464,negative,0.49656426906585693,0.5034356713294983,positive,0.37936094403266907,0.6206391453742981,positive,0.6487787961959839,0.3512212038040161,negative
17,768228346232729603,aleedesrosiers,"@JCLilGangster yo tengo que aguantar 4 niños pequeños, no sé que es peor ",2016-08-23 23:28:05,es,negative,aguantar 4 niños pequeños sé peor,0.7253257632255554,0.2746742069721222,negative,0.7295328974723816,0.2704671025276184,negative,0.7239552736282349,0.2760447561740875,negative,0.7304298877716064,0.26957011222839355,negative
18,768232556538068992,isachue96,@Yosmath @Planeta87Radio  #Incantus  Genial ya estoy conectada ,2016-08-23 23:44:49,es,positive,incantus genial conectada,0.26926153898239136,0.7307384610176086,positive,0.2703994810581207,0.7296004891395569,positive,0.31813034415245056,0.681869626045227,positive,0.26926496624946594,0.7307349443435669,positive
19,768016294499221504,todoalposte,"@pabloserrano @JesusBengoechea Madrid tiene la cultura propia de los que ""no tiene cultura propia"". Vamos, como los romanos en su tiempo ",2016-08-23 09:25:28,es,negative,madrid cultura propia cultura propia vamos romanos tiempo,0.3217924237251282,0.678207516670227,positive,0.49603378772735596,0.503966212272644,positive,0.34823694825172424,0.6517630815505981,positive,0.38534867763519287,0.6146513819694519,positive
20,768016038126620672,ElyShuri,"Gracias por los ánimos! He dormido un poco más, me he tomado una pastilla y ha bajado a 36 y medio, pero aún me noto rara ",2016-08-23 09:24:27,es,negative,gracias ánimos dormido tomado pastilla bajado 36 medio aún noto rara,0.4468143880367279,0.5531855821609497,positive,0.4966232478618622,0.5033767819404602,positive,0.289998322725296,0.7100015878677368,positive,0.27431678771972656,0.7256832122802734,positive
21,768055768700575744,xZ4dry,"@xZ4dry @xSLGY Tienes pinta buena gente por lo q veo, t he conocio gracias a qt ",2016-08-23 12:02:19,es,positive,pinta buena gente q veo t conocio gracias qt,0.2700185775756836,0.7299814224243164,positive,0.2695191502571106,0.7304809093475342,positive,0.2723396122455597,0.7276604175567627,positive,0.2697126567363739,0.7302873730659485,positive
22,768055711590977536,MarthaFae,"@achocoblog ... bueno, desierta, desierta, no, con algunos seres feéricos  ",2016-08-23 12:02:06,es,positive,bueno desierta desierta seres feéricos,0.28075385093688965,0.7192461490631104,positive,0.7094116806983948,0.29058828949928284,negative,0.28376007080078125,0.716239869594574,positive,0.2768542766571045,0.7231457233428955,positive
23,768055650970693632,jaware,@policia 2 horas esperando en Comisaría Gandia y han atendido a 3 personas! Y solamente para una autorización de viaje a un menor. ,2016-08-23 12:01:51,es,negative,2 horas esperando comisaría gandia atendido 3 personas solamente autorización viaje menor,0.5842524766921997,0.4157475233078003,negative,0.7304841876029968,0.2695158123970032,negative,0.5038363337516785,0.49616363644599915,negative,0.6718611121177673,0.32813888788223267,negative
24,768055614413086720,sanroman1952,"@angeleta1973 @elespanolcom No he visto su DNI o Pasaporte pero presume de serlo aunque es muy,demasiado,peculiar y poco caritativa   ",2016-08-23 12:01:42,es,negative,visto dni pasaporte presume serlo aunque muydemasiadopeculiar caritativa,0.44892990589141846,0.5510700941085815,positive,0.3135296404361725,0.6864703297615051,positive,0.5615461468696594,0.4384538233280182,negative,0.7215502858161926,0.2784496545791626,negative
25,768065433362726912,M_Megrez,@AlbGarD Oh  ¿Me estás llamando gordo? JAJAJA Grazie ruliño  Lo mismo puedo decir ,2016-08-23 12:40:43,es,negative,oh llamando gordo jajaja grazie ruliño mismo puedo decir,0.4087696969509125,0.5912303328514099,positive,0.26918721199035645,0.7308128476142883,positive,0.3565668761730194,0.6434330344200134,positive,0.4492006301879883,0.5507994294166565,positive
26,768064666123825152,Fran87bcn,@BarrosNerea Tú siempre sexy Nerea!! Qué tengas un maravilloso día! Besitos! ,2016-08-23 12:37:41,es,positive,siempre sexy nerea maravilloso día besitos,0.2706691324710846,0.7293308973312378,positive,0.2690407335758209,0.7309592962265015,positive,0.30506786704063416,0.6949321627616882,positive,0.26938948035240173,0.7306104898452759,positive
27,768064453246128128,Fran87bcn,@seestrena #seestrenasietevidas Sería un gato tipo Garfield porqué soy un poco vago y porqué me encanta la lasaña!! ,2016-08-23 12:36:50,es,positive,seestrenasietevidas gato tipo garfield porqué vago porqué encanta lasaña,0.45865583419799805,0.5413442254066467,positive,0.2717835009098053,0.7282165288925171,positive,0.45607709884643555,0.5439229607582092,positive,0.567851185798645,0.4321487545967102,negative
28,768063661541851137,AlejandroHenar1,@prxttytimebomb @emimartinez_98 Si es que odio a muerte a la nueva Harley que quieres ,2016-08-23 12:33:41,es,negative,si odio muerte nueva harley quieres,0.7279159426689148,0.2720840871334076,negative,0.7303791642189026,0.269620805978775,negative,0.6738021969795227,0.3261978030204773,negative,0.7285398840904236,0.2714601457118988,negative
29,768063618415992832,_mermaiid_,@WINTERSCLIFF0RD ni tu como soportas el calor sevillano hija mía ,2016-08-23 12:33:31,es,negative,soportas calor sevillano hija,0.5009543895721436,0.4990456700325012,negative,0.2771760821342468,0.7228238582611084,positive,0.30811697244644165,0.6918829679489136,positive,0.5055932998657227,0.49440664052963257,negative
30,768059359934943233,ProyectoWaikiki,.@soyalt_es estaremos atentas a las novedades futuras. ¡El final del verano no será igual sin vosotros! ,2016-08-23 12:16:35,es,negative,atentas novedades futuras final verano igual vosotros,0.35070860385894775,0.6492913365364075,positive,0.4987662136554718,0.5012338161468506,positive,0.7050573229789734,0.2949426472187042,negative,0.4113816022872925,0.5886183977127075,positive
31,768058983827537920,Dronjadicto,Ayer me quedé dormido xdddd lo peor esque sigo reventado ,2016-08-23 12:15:06,es,negative,ayer quedé dormido xdddd peor esque sigo reventado,0.7175650596618652,0.28243499994277954,negative,0.7310169339179993,0.26898306608200073,negative,0.7119314670562744,0.288068562746048,negative,0.7301291227340698,0.2698708772659302,negative
32,768057277865717761,meaficio,"Confirmao tengo el pie roto, he notado como el puto hueso se movía ",2016-08-23 12:08:19,es,negative,confirmao pie roto notado puto hueso movía,0.6923529505729675,0.30764704942703247,negative,0.7310132384300232,0.26898670196533203,negative,0.42205414175987244,0.57794588804245,positive,0.5028136968612671,0.4971863329410553,negative
33,768057031660072960,starko,"@lmg muchísimas gracias Luis  Tú también eres un ejemplo de constancia y buen trabajo, espero que os vaya todo genial!",2016-08-23 12:07:20,es,positive,muchísimas gracias luis ejemplo constancia buen trabajo espero vaya genial,0.27163660526275635,0.7283633947372437,positive,0.2689841091632843,0.7310159206390381,positive,0.27141445875167847,0.7285856008529663,positive,0.27066004276275635,0.7293398976325989,positive
34,768056909198950401,ainaaara21,Tengo una adicción muy seria al burguer King necesito ayuda profesional ,2016-08-23 12:06:51,es,negative,adicción seria burguer king necesito ayuda profesional,0.7219078540802002,0.2780921459197998,negative,0.7306440472602844,0.26935598254203796,negative,0.6685687899589539,0.33143121004104614,negative,0.6967853903770447,0.30321452021598816,negative
35,768056902655864832,yeyodebote,"Me dice un pajarito que ahora mismo no puede reservar en la web de BiBo, lo nuevo de @danigarcia_ca. Espero que sea por la demanda. ",2016-08-23 12:06:50,es,negative,dice pajarito ahora mismo puede reservar web bibo nuevo espero demanda,0.5073385834693909,0.4926614463329315,negative,0.4594915509223938,0.5405084490776062,positive,0.482286274433136,0.517713725566864,positive,0.39837783575057983,0.6016221642494202,positive
36,768074230541975553,Fran87bcn,@cobos_rebeca A ti por responder! Espero y deseo que te salgan nuevos proyectos!! Besitos!! ,2016-08-23 13:15:41,es,positive,responder espero deseo salgan nuevos proyectos besitos,0.30302655696868896,0.696973443031311,positive,0.2765960693359375,0.7234039306640625,positive,0.33754149079322815,0.6624585390090942,positive,0.27565646171569824,0.7243435382843018,positive
37,768079521648115713,ELFINGERSYT,Estoy preparando muchas cosas para que el especial sea muy especial ,2016-08-23 13:36:42,es,positive,preparando muchas cosas especial especial,0.3121894598007202,0.6878105998039246,positive,0.2875577509403229,0.7124422788619995,positive,0.3268563151359558,0.6731436848640442,positive,0.2830129563808441,0.7169870734214783,positive
38,768072993511763968,dgonzalod,"@fonzeff @malenko_ @girotix Eso me temo, mucho calor y mucha gente por todos lados, lo malo de viajar en agosto ",2016-08-23 13:10:46,es,negative,temo calor mucha gente lados malo viajar agosto,0.7291954755783081,0.2708044946193695,negative,0.7309551239013672,0.2690448462963104,negative,0.7229942679405212,0.27700576186180115,negative,0.6788533926010132,0.32114657759666443,negative
39,768071942096166912,sanroman1952,"@Jordicanal64 Pues si no fichan ""lo que sea"" además de un ridículo espantoso igual QSF nos deja plantados...esperemos que no   ",2016-08-23 13:06:35,es,negative,pues si fichan además ridículo espantoso igual qsf deja plantadosesperemos,0.7274302840232849,0.2725696861743927,negative,0.730998694896698,0.2690012753009796,negative,0.524127721786499,0.4758722484111786,negative,0.2795374095439911,0.7204625606536865,positive
40,768083732356075520,JoyaRealitera,"@edu_rnieves Te la recomiendo, parece monótona pero hay capítulos que vuelven a subir el interés ",2016-08-23 13:53:26,es,positive,recomiendo parece monótona capítulos vuelven subir interés,0.29669874906539917,0.7033012509346008,positive,0.26961472630500793,0.7303853034973145,positive,0.5703293681144714,0.42967063188552856,negative,0.47142359614372253,0.5285764336585999,positive
41,768082578519785472,Sienkowl,Ya no tengo capítulos de Juego de Tronos para ver. Me siento vacía. ,2016-08-23 13:48:51,es,negative,capítulos juego tronos ver siento vacía,0.6845062971115112,0.31549376249313354,negative,0.7306815385818481,0.2693184018135071,negative,0.6479949355125427,0.3520050346851349,negative,0.5063756704330444,0.4936242997646332,negative
42,768082463201587200,Glamurosa79,"@goetha Jajaja se aprovechó lo ke pudo, ya se fue a currar pero mañana descansa  mucho lío entonces no? Y con el malagueño que tal?",2016-08-23 13:48:24,es,positive,jajaja aprovechó ke pudo currar mañana descansa lío entonces malagueño tal,0.4867892563343048,0.5132107138633728,positive,0.30803826451301575,0.6919617652893066,positive,0.30614015460014343,0.6938598155975342,positive,0.4371895492076874,0.5628104209899902,positive
43,768497346342772737,manalarba,@futbolero93 solo recuerda que Iman es tranquila ,2016-08-24 17:17:00,es,positive,solo recuerda iman tranquila,0.2964489758014679,0.7035510540008545,positive,0.2797642946243286,0.7202357649803162,positive,0.3002032935619354,0.699796736240387,positive,0.27090901136398315,0.7290909886360168,positive
44,768512386269638656,orem9,@morbosaborealis jajajaja... eso es verdad... aquí no hay uno cuerdo ,2016-08-24 18:16:45,es,negative,jajajaja verdad aquí cuerdo,0.28230980038642883,0.7176901698112488,positive,0.5011826157569885,0.49881741404533386,negative,0.45708706974983215,0.5429129004478455,positive,0.3480803668498993,0.6519197225570679,positive
45,768511417846730753,TurDepuLugo,@xqwcrp @xoancarV Un lapsus advertido gracias a @Cascarelo y subsanado. Gracias por tu aportación. ,2016-08-24 18:12:54,es,positive,lapsus advertido gracias subsanado gracias aportación,0.2895410656929016,0.7104589939117432,positive,0.272060364484787,0.7279396057128906,positive,0.3060474991798401,0.6939525008201599,positive,0.39805611968040466,0.601943850517273,positive
46,768530754510946304,RafaelCubillo,@ManuBarba Lo feo es llegar al reina sofía y que los descuentos de estudiante sean para menores de 27 años ,2016-08-24 19:29:45,es,negative,feo llegar reina sofía descuentos estudiante menores 27 años,0.7303242087364197,0.2696758508682251,negative,0.7308487296104431,0.2691512405872345,negative,0.6881556510925293,0.3118442893028259,negative,0.4729417562484741,0.5270583033561707,positive
47,768530491104497664,JacoCorrea,@Pirata__Roberts hay gente muy buena trabajando duro en @SpheraSports. Palabras así impulsan  @Eliperezup,2016-08-24 19:28:42,es,positive,gente buena trabajando duro palabras así impulsan,0.26935672760009766,0.7306432723999023,positive,0.2690586447715759,0.7309413552284241,positive,0.2725166082382202,0.7274833917617798,positive,0.27029889822006226,0.7297011613845825,positive
48,768530150002716672,TSMVayne,"Ah vale, me suelta la puta subnormal, te estoy llamando. 
Le digo que no me sale y dice ""ah, es que tengo el wifi apagado"" ",2016-08-24 19:27:21,es,negative,ah vale suelta puta subnormal llamando digo sale dice ah wifi apagado,0.7067898511886597,0.2932101786136627,negative,0.7310003042221069,0.26899969577789307,negative,0.6738433241844177,0.32615670561790466,negative,0.7251954078674316,0.27480462193489075,negative
49,768529333493391360,Gh14Yessi,"@FaranduleroYo Pues espero que no lo digas por mi niña o no voto mas  memeo, bueno cada uno tendra su opinion +",2016-08-24 19:24:06,es,negative,pues espero digas niña voto mas memeo bueno cada tendra opinion,0.34973886609077454,0.6502611637115479,positive,0.28680312633514404,0.7131969332695007,positive,0.2971077561378479,0.7028921842575073,positive,0.2698611617088318,0.730138897895813,positive
50,768529047878004736,Alfbicknell,"@GarbiMuguruza 
Yo cuando pueda quiero tener el Omega Constellation,, con los numéricos romanos. ",2016-08-24 19:22:58,es,positive,pueda quiero tener omega constellation numéricos romanos,0.4123302102088928,0.5876697897911072,positive,0.47481614351272583,0.525183916091919,positive,0.38553130626678467,0.6144686341285706,positive,0.3455604314804077,0.6544395685195923,positive
51,768562609029255168,polux_prm,@feralcazar_ es grasioso porque en vez de aspirar a ser alcalde aspiras a concejal... ,2016-08-24 21:36:19,es,negative,grasioso vez aspirar ser alcalde aspiras concejal,0.29622387886047363,0.7037761211395264,positive,0.4966936707496643,0.5033062696456909,positive,0.2967546582221985,0.7032453417778015,positive,0.47836583852767944,0.5216341018676758,positive
52,768562544239927296,leoselaya98,Hoy quiero hacer otro juego de estos de tw pero esque son todos iguales ,2016-08-24 21:36:04,es,negative,hoy quiero hacer juego tw esque iguales,0.34956103563308716,0.6504389047622681,positive,0.49427393078804016,0.5057260394096375,positive,0.3383549451828003,0.6616450548171997,positive,0.30994299054145813,0.6900570392608643,positive
53,768562234582851584,ElyShuri,Por desgracia el sorteo que tenía pensado hacer es sólo para gente de Europa  Ya haré más sorteos para todo el mundo!,2016-08-24 21:34:50,es,negative,desgracia sorteo pensado hacer sólo gente europa haré sorteos mundo,0.7302712202072144,0.26972880959510803,negative,0.728645920753479,0.2713541090488434,negative,0.5987772941589355,0.40122267603874207,negative,0.7304052114486694,0.26959478855133057,negative
54,768561501611360256,LytosOfficial,"@Paco_Jone Qué fácil es quedarse calladito, bajarse los pantalones y no decir ni mú... Cuánta ignorancia en tu ""opinión"". Saludos ",2016-08-24 21:31:55,es,negative,fácil quedarse calladito bajarse pantalones decir mú cuánta ignorancia opinión saludos,0.5975806713104248,0.4024193584918976,negative,0.7305732369422913,0.26942676305770874,negative,0.6646233201026917,0.33537667989730835,negative,0.3502892255783081,0.6497107744216919,positive
55,768561417037512705,crisgg_13,"Yo
Me cago
En los muertos
De todas
Las bacterias malignas
De mi
Garganta

.",2016-08-24 21:31:35,es,negative,cago muertos todas bacterias malignas garganta,0.7197430729866028,0.28025689721107483,negative,0.7305383086204529,0.2694616913795471,negative,0.7123715281486511,0.28762850165367126,negative,0.7304145693778992,0.269585520029068,negative
56,768559589470117889,jyjed,@reyminguela20 la próxima vez que vaya a Madrid no estarás en mis planes. Maldita ,2016-08-24 21:24:19,es,negative,próxima vez vaya madrid planes maldita,0.7287206053733826,0.2712794542312622,negative,0.7270837426185608,0.2729162871837616,negative,0.6099209189414978,0.3900791108608246,negative,0.6863585710525513,0.31364142894744873,negative
57,768558926325485569,HekoTheDolphin,"@serbailop Totalmente. Aunque la post-tertulia ha sido muy interesante, hablando de todo esto, y la evolución (e involuciones) del cine ",2016-08-24 21:21:41,es,positive,totalmente aunque posttertulia sido interesante hablando evolución involuciones cine,0.48736172914505005,0.51263827085495,positive,0.2711621820926666,0.7288378477096558,positive,0.40214136242866516,0.597858726978302,positive,0.39837104082107544,0.6016289591789246,positive
58,768565622175371264,GtavAlvaro,"@sosagraphs Pues tan sencillo porque en su día me puse a hacerlo y es de lo que mas encargos me hacen, aparte tengo mas estilos crack ",2016-08-24 21:48:18,es,positive,pues tan sencillo día puse hacerlo mas encargos hacen aparte mas estilos crack,0.5677651166915894,0.43223488330841064,negative,0.2752894461154938,0.7247104644775391,positive,0.6738312840461731,0.3261687159538269,negative,0.5578517913818359,0.44214823842048645,negative
59,768564864117866496,oscsg,@flyfap no había parada pero he visto una rotonda mu bonica en la que ponía Nules ,2016-08-24 21:45:17,es,positive,parada visto rotonda mu bonica ponía nules,0.7206096053123474,0.2793903648853302,negative,0.710730791091919,0.2892691493034363,negative,0.5048989057540894,0.4951010048389435,negative,0.4829927086830139,0.5170072317123413,positive
60,768564709712883713,manalarba,"@hayar_96 abandoné mi tierra y llegué justo ayer a España, estoy sensible, te odio ",2016-08-24 21:44:40,es,negative,abandoné tierra llegué justo ayer españa sensible odio,0.7306890487670898,0.26931092143058777,negative,0.7302642464637756,0.26973581314086914,negative,0.7064789533615112,0.2935210168361664,negative,0.6946174502372742,0.30538254976272583,negative
61,768544186853359616,5ofNR,"Ahora que estoy en Madrid casi no puedo hacer fotos chachis, solo a mi careto y no ",2016-08-24 20:23:07,es,negative,ahora madrid casi puedo hacer fotos chachis solo careto,0.5933992266654968,0.4066007733345032,negative,0.409188449382782,0.590811550617218,positive,0.404522180557251,0.595477819442749,positive,0.34816429018974304,0.6518356800079346,positive
62,768543848742150144,Lorenamg5,@Eduardo_Pers Ps que las exterminen. Por mi salud mental  (y pa que pueda dejar de hacer el ridículo por la calle jajajaj),2016-08-24 20:21:47,es,negative,ps exterminen salud mental pa pueda dejar hacer ridículo calle jajajaj,0.7182173728942871,0.2817826271057129,negative,0.730725884437561,0.26927414536476135,negative,0.5657488107681274,0.43425115942955017,negative,0.7234779596328735,0.27652204036712646,negative
63,768566966906974208,MPILARGALERA,"@Kosto_Trading @juanrallo Lo de prohibir el casco e ir enmascarado también es arbitrario y sectario, no? ",2016-08-24 21:53:38,es,negative,prohibir casco ir enmascarado arbitrario sectario,0.6250588297843933,0.3749411702156067,negative,0.7267504930496216,0.27324941754341125,negative,0.618764340877533,0.38123565912246704,negative,0.7056493163108826,0.29435068368911743,negative
64,768566746773159936,LDF87,@lirondos Ya lo tenía fichado y tengo ganas de darle uso  ¡¡Gracias!! ,2016-08-24 21:52:46,es,positive,fichado ganas darle uso gracias,0.2704092562198639,0.7295907139778137,positive,0.2729184627532959,0.7270815372467041,positive,0.2906922399997711,0.7093077301979065,positive,0.27044206857681274,0.7295579314231873,positive
65,768510568642842628,neussgutierrez,"@LibrosdeMaria no sé si hubo más gente, pero ayer te tagueé yo  ayy, Hannibal es que moooooola tanto!",2016-08-24 18:09:32,es,positive,sé si gente ayer tagueé ayy hannibal moooooola,0.6401816010475159,0.3598184585571289,negative,0.5062055587768555,0.49379444122314453,negative,0.6755613684654236,0.32443854212760925,negative,0.5649606585502625,0.43503937125205994,negative
66,768526478720065536,kolontai1959,"#Otegi inhabilitado   #EsLaSentencia 
Mujeres tapadas hasta los ojos #EsSuCultura
Teneis un sentido inamovible del mundo y de la vida.",2016-08-24 19:12:45,es,negative,otegi inhabilitado eslasentencia mujeres tapadas ojos essucultura teneis inamovible mundo vida,0.6567227840423584,0.3432772159576416,negative,0.7308252453804016,0.269174724817276,negative,0.7015776038169861,0.29842236638069153,negative,0.5184873938560486,0.48151254653930664,negative
67,768524445657001988,Jtravieso,"@santicid ay, gracias. Lo malo es que ese es solo para primer viaje. Pero mil gracias igualmente ",2016-08-24 19:04:40,es,positive,ay gracias malo solo primer viaje mil gracias igualmente,0.7295491695404053,0.27045080065727234,negative,0.2691611051559448,0.7308388948440552,positive,0.5490816235542297,0.45091840624809265,negative,0.27082425355911255,0.7291756868362427,positive
68,768549166729555969,JeRamGon,"Madrid está lleno de comida y crushes, no me llevéis de aquí ",2016-08-24 20:42:54,es,negative,madrid lleno comida crushes llevéis aquí,0.3068326413631439,0.6931673288345337,positive,0.48561662435531616,0.5143834352493286,positive,0.7157544493675232,0.28424549102783203,negative,0.6634935140609741,0.3365064859390259,negative
69,768547980924293120,deporyapues,@albueto @ferderer2 @TipsterApuesta los reyes magos son mas reales que este ,2016-08-24 20:38:12,es,negative,reyes magos mas reales,0.32113999128341675,0.6788600087165833,positive,0.4824306070804596,0.517569363117218,positive,0.33887165784835815,0.6611283421516418,positive,0.4474159777164459,0.5525840520858765,positive
70,768528709225676800,DovahkiinFerret,"@SirDeschain @ChicaCascabel @reptarazul más bien tas tenía aprecio por raistlin, yo creo que al mago le daba un poco igual todo ",2016-08-24 19:21:37,es,negative,bien tas aprecio raistlin creo mago daba igual,0.30041995644569397,0.6995800137519836,positive,0.26918289065361023,0.7308170795440674,positive,0.2855333089828491,0.7144666910171509,positive,0.27033352851867676,0.7296664714813232,positive
71,768528302655045632,ElyShuri,"@Asukawachan Gracias  ya me pasó una vez y los antibióticos fueron milagrosos, estoy deseando que vuelva mi madre con ellos ",2016-08-24 19:20:00,es,positive,gracias pasó vez antibióticos milagrosos deseando vuelva madre,0.27344682812690735,0.7265531420707703,positive,0.2696553170681,0.7303446531295776,positive,0.2771478593349457,0.7228521108627319,positive,0.27077749371528625,0.7292224764823914,positive
